states,actions
"[0.05522330836388308, 0.003067961575771161, 0.15237630565841975, 0.006538359108304803]",[-0.6058509323538304]
"[0.05522330836388308, 0.003067961575771161, 0.12190104452673589, 0.0052306872866267895]",[-0.33103099335508723]
"[0.05829126993965436, 0.003067961575771161, 0.2509189144099526, 0.004184549829318485]",[-0.1267574583885915]
"[0.05829126993965436, 0.003067961575771161, 0.20073513152796174, 0.0033476398634491034]",[-0.35688901797078654]
"[0.05829126993965436, 0.003067961575771161, 0.16058810522236922, 0.0026781118907592827]",[-0.5642080881493805]
"[0.05829126993965436, 0.003067961575771161, 0.1284704841778952, 0.002142489512607426]",[-0.34748615618630374]
"[0.06135923151542565, 0.003067961575771161, 0.25617446613088024, 0.001713991610102994]",[-0.15688108974753848]
"[0.06135923151542565, 0.003067961575771161, 0.2049395729047041, 0.0013711932880653421]",[-0.37207454927034234]
"[0.06135923151542565, 0.003067961575771161, 0.16395165832376346, 0.0010969546304693267]",[-0.5682763169724182]
"[0.06442719309119693, 0.006135923151542766, 0.2845594054475753, 0.1542756424929621]",[-0.1402079605286532]
"[0.06442719309119693, 0.006135923151542766, 0.22764752435806068, 0.12342051399437537]",[0.4669055803629096]
"[0.06442719309119693, 0.006135923151542766, 0.18211801948644846, 0.09873641119548893]",[0.6663907759066188]
"[0.06442719309119693, 0.006135923151542766, 0.14569441558915885, 0.07898912895637977]",[0.3128213378088534]
"[0.0674951546669682, 0.006135923151542766, 0.26995361125989037, 0.06319130316509813]",[-0.17954198679367672]
"[0.0674951546669682, 0.006135923151542766, 0.21596288900791194, 0.05055304253207282]",[-0.525529008962925]
"[0.0674951546669682, 0.006135923151542766, 0.17277031120632946, 0.04044243402566394]",[-0.5412687275323262]
"[0.0674951546669682, 0.006135923151542766, 0.13821624896506401, 0.03235394722054252]",[-0.2043118264972431]
"[0.0674951546669682, 0.006135923151542766, 0.11057299917205121, 0.025883157776434018]",[0.09101532827922747]
"[-0.17794177139473438, -0.4080388895775804, 2.8510449514901115, 11.152313582221979]",[13.722018040484663]
"[-0.16260196351587797, -0.3650874275167828, 3.0478263551349087, 11.069423968817446]",[14.288881058096262]
"[-0.1595340019401067, -0.32520392703175593, 2.5916591628964927, 10.84971419930531]",[15.637932287111187]
"[-0.16566992509164924, -0.29145634969827183, 1.7665311727400663, 10.36715022611844]",[17.906170382075373]
"[-0.1718058482431918, -0.2638446955163305, 1.106428780614925, 9.674302889991822]",[19.438356751091163]
"[-0.17794177139473438, -0.24236896448593148, 0.5783468669148117, 8.813228863513444]",[18.097130608597276]
"[-0.18714565612204823, -0.2300971181828464, 0.002483257166156605, 7.664175405964983]",[13.713966792640365]
"[-0.20248546400090464, -0.22089323345553247, -0.7650037882098975, 6.591534561137678]",[8.642602849585101]
"[-0.2270291566070749, -0.22089323345553247, -1.83918766087643, 5.273227648910137]",[4.964007314334029]
"[-0.25157284921324513, -0.22396119503130363, -2.6985347590096556, 4.065184040339574]",[2.934309104509497]
"[-0.28225246497095796, -0.23316507975861755, -3.6928085950933642, 2.791952995905973]",[0.8697016047736206]
"[-0.3129320807286708, -0.24543692606170264, -4.488227663960332, 1.6199700815705285]",[-1.8503855860596534]
"[-0.3466796580621549, -0.2607767339405589, -5.277960997842472, 0.5289856713135919]",[-4.7208464031811594]
"[-0.380427235395639, -0.2761165418194156, -5.909747664948183, -0.343801856891929]",[-6.920921612238516]
"[-0.4111068511533518, -0.29145634969827183, -6.261778919844184, -1.0420318794563457]",[-8.174880274405592]
"[-0.4387185053352934, -0.3037281960013569, -6.390005844972427, -1.4472178187193379]",[-8.717995153419741]
"[-0.4632621979414636, -0.316000042304442, -6.33918930628645, -1.7713665701297145]",[-9.04716121940678]
"[-0.4816699673960913, -0.32520392703175593, -5.9917399177605475, -1.8772874924694918]",[-9.363708793641537]
"[-0.5031456984264903, -0.33440781175906986, -5.867178485728385, -1.9620242303412567]",[-9.773847293703898]
"[-0.5184855063053467, -0.337475773334841, -5.46073318252553, -1.7230174630615807]",[-9.436141701791641]
"[-0.5338253141842031, -0.3405437349106122, -5.13557693996324, -1.5318120492378284]",[-8.166605486221314]
"[-0.5460971604872883, -0.3436116964863838, -4.722053867124853, -1.3788477181788323]",[-6.951085143288523]
"[-0.5553010452146021, -0.3405437349106122, -4.23783733006557, -0.949680095754502]",[-6.380324679691079]
"[-0.5645049299419159, -0.337475773334841, -3.850464100418151, -0.6063459978150263]",[-5.768052799788632]
"[-0.5706408530934585, -0.3313398501832987, -3.3871674379116463, -0.1782806406748989]",[-4.338023405970143]
"[-0.5737088146692298, -0.32520392703175593, -2.8631320291178852, 0.16417164503721438]",[-3.024351447364611]
"[-0.5767767762450011, -0.31906800388021317, -2.4439037020828707, 0.4381334736069107]",[-2.646915288771388]
"[-0.5767767762450011, -0.3098641191528997, -1.9551229616662944, 0.810701015251226]",[-2.7433338598074997]
"[-0.5767767762450011, -0.3037281960013569, -1.5640983693330384, 0.9553569697781086]",[-2.7717039266008916]
"[-0.5767767762450011, -0.294524311274043, -1.2512786954664286, 1.2244798121881786]",[-2.5225449360470993]
"[-0.5767767762450011, -0.28838838812250067, -1.0010229563731414, 1.286380007327665]",[-2.3865290330901834]
"[-0.5737088146692298, -0.27918450339518674, -0.6474202863099485, 1.489298242227818]",[-2.2215646132247553]
"[-0.5737088146692298, -0.273048580243644, -0.5179362290479617, 1.498234751359405]",[-2.2925051929127935]
"[-0.5706408530934585, -0.2638446955163305, -0.26095090444979974, 1.658782037453193]",[-2.20602726601052]
"[-0.5675728915176872, -0.25464081078901657, -0.05536264477127517, 1.7872198663282575]",[-1.7998941726135085]
"[-0.5645049299419159, -0.2485048876374738, 0.10910796297154235, 1.7365720506397224]",[-1.4618467938846527]
"[-0.5583690067903734, -0.23930100291015988, 0.3940825279543638, 1.849451876877481]",[-1.5960010719543103]
"[-0.5553010452146021, -0.23316507975861755, 0.4686641011520507, 1.7863576590791013]",[-2.1523869557591757]
"[-0.5491651220630596, -0.22396119503130363, 0.6817274384987719, 1.889280363628984]",[-2.2156714265293918]
"[-0.5460971604872883, -0.21782527187976086, 0.6987800295875815, 1.8182204484803322]",[-1.9271534353606459]
"[-0.5399612373357456, -0.21168934872821854, 0.865820181247198, 1.7613725163613765]",[-1.8039548420244298]
"[-0.5338253141842031, -0.2024854640009046, 0.999452302574884, 1.8692922494548156]",[-1.9460214693658573]
"[-0.5276893910326605, -0.1963495408493623, 1.1063579996370372, 1.8022299571409803]",[-1.9711743068339702]
"[-0.521553467881118, -0.18714565612204836, 1.1918825572867568, 1.9019782020784533]",[-1.5015527648021667]
"[-0.5154175447295755, -0.1810097329705056, 1.2603022034065319, 1.8283787192399075]",[-1.1427063121387642]
"[-0.5092816215780329, -0.17487380981896328, 1.3150379203023554, 1.769499132969031]",[-1.1680852620180824]
"[-0.500077736850719, -0.16566992509164935, 1.5122245726075825, 1.8757935427409222]",[-1.4083531895904926]
"[-0.49394181369917645, -0.15953400194010658, 1.5165758156631917, 1.807430991769877]",[-1.4178724949680088]
"[-0.48473792897186263, -0.15339807878856426, 1.6734548888962486, 1.752740950993001]",[-1.2535898204609621]
"[-0.47553404424454876, -0.14419419406125034, 1.79895814748269, 1.8623869971601152]",[-1.2632783611787124]
"[-0.4693981210930062, -0.13805827090970757, 1.7459626755632804, 1.7967057553052257]",[-1.1305608907312479]
"[-0.46019423636569234, -0.13192234775816525, 1.8569643768163182, 1.7441607618212913]",[-0.7429230048470146]
"[-0.45099035163837853, -0.12578642460662248, 1.9457657378187463, 1.702124767034178]",[-0.8916781180748439]
"[-0.44178646691106466, -0.11965050145508016, 2.016806826620691, 1.6684959712044645]",[-1.4459316541672056]
"[-0.4356505437595221, -0.1135145783035374, 1.920241618873682, 1.6415929345407108]",[-1.527524764429696]
"[-0.42644665903220824, -0.10737865515199507, 1.996387531464638, 1.6200705052096964]",[-0.9822904928320506]
"[-0.4172427743048944, -0.1012427320004523, 2.0573042615374035, 1.6028525617448963]",[-0.5157634947207494]
"[-0.4049709280018093, -0.09510680884890954, 2.2594357243841827, 1.5890782069730562]",[-0.6867111771060728]
"[-0.3957670432744954, -0.08590292412159606, 2.2677428158730386, 1.731456801944148]",[-0.8078275722754285]
"[-0.3865631585471816, -0.07976700097005329, 2.2743884890641226, 1.6919615991324406]",[-0.24051869371221724]
"[-0.3773592738198677, -0.07363107781851097, 2.279705027616995, 1.660365436883069]",[0.5454624487014339]
"[-0.36815538909255385, -0.0674951546669682, 2.283958258459286, 1.6350885070835943]",[0.546940898779904]
"[-0.35588354278946877, -0.06442719309119704, 2.4407589219216845, 1.4614688844554564]",[-0.29360362149153296]
"[-0.34974761963792617, -0.05829126993965428, 2.2594032951144776, 1.4759712651414816]",[-1.0877213134907988]
"[-0.3374757733348411, -0.052155346788111956, 2.421114951245837, 1.4875731696903074]",[-0.9954320868598456]
"[-0.3282718886075272, -0.04908738521234035, 2.3970861973623627, 1.3434566145407985]",[-0.3703248708637581]
"[-0.3190680038802134, -0.04295146206079803, 2.377863194255582, 1.3815614492097552]",[-0.2348098200629285]
"[-0.3098641191528995, -0.03988350048502687, 2.362484791770159, 1.2586472381563567]",[-0.5351585665450451]
"[-0.30066023442558565, -0.0337475773334841, 2.350182069781818, 1.3137139481022189]",[-0.40531776827429367]
"[-0.29145634969827183, -0.03067961575771294, 2.340339892191146, 1.2043692372703276]",[-0.20100724747684628]
"[-0.28225246497095796, -0.024543692606170175, 2.332466150118613, 1.2702915473934127]",[0.05677476397910919]
"[-0.27304858024364415, -0.021475731030399015, 2.3261671564605795, 1.1696313167032883]",[0.12175995014362417]
"[-0.2638446955163303, -0.015339807878856249, 2.321127961534158, 1.2425012109397642]",[0.27356470771990526]
"[-0.25464081078901646, -0.012271846303085088, 2.317096605593015, 1.1473990475404037]",[0.34334388667563465]
"[-0.2454369260617026, -0.009203884727313927, 2.3138715208401077, 1.0713173168208527]",[0.20012724851690544]
"[-0.23623304133438874, -0.006135923151542766, 2.311291453037777, 1.010451932245246]",[-0.30622987228539245]
"[-0.23009711818284617, 0.0, 2.1558293200073493, 1.1151577033733417]",[-0.24444257248384016]
"[-0.22089323345553233, 0.003067961575771161, 2.1848576923715743, 1.0455242414872146]",[0.6784961527851241]
"[-0.21168934872821848, 0.006135923151542766, 2.2080803902629516, 0.9898174719783981]",[1.2666733794510394]
"[-0.20248546400090464, 0.009203884727313927, 2.2266585485760526, 0.9452520563712596]",[0.5897587018089756]
"[-0.19634954084936207, 0.012271846303085088, 2.0881229964379706, 0.9095997238855773]",[-0.15567483157148043]
"[-0.18714565612204823, 0.015339807878856249, 2.1306926335160696, 0.8810778578969973]",[0.016568014365118344]
"[-0.18100973297050565, 0.015339807878856249, 2.011350264389984, 0.7048622863175922]",[0.2458638281128085]
"[-0.1718058482431918, 0.018407769454627854, 2.06927444787768, 0.7172879078426604]",[-0.07816037002062637]
"[-0.16566992509164924, 0.021475731030399015, 1.9622157158792728, 0.7272284050626752]",[-0.3220928357943784]
"[-0.1595340019401067, 0.021475731030399015, 1.876568730280546, 0.5817827240501288]",[-0.0046643632168890115]
"[-0.15033011721279282, 0.024543692606170175, 1.9614492205901302, 0.6188242580286669]",[0.2687261878983951]
"[-0.14419419406125028, 0.027611654181941336, 1.8759555340492318, 0.6484574852115088]",[0.19487591765316048]
"[-0.1380582709097077, 0.03067961575771294, 1.807560584816513, 0.6721640669577766]",[0.5844461515705719]
"[-0.12885438618239387, 0.03067961575771294, 1.9062427042189025, 0.5377312535662213]",[0.9245790223787038]
"[-0.1227184630308513, 0.0337475773334841, 1.8317903209522521, 0.5835830816415637]",[0.5149755391133006]
"[-0.11658253987930872, 0.03681553890925526, 1.7722284143389295, 0.6202645441018149]",[0.17764713775193486]
"[-0.11044661672776616, 0.03681553890925526, 1.7245788890482716, 0.4962116352814405]",[0.6014562990329766]
"[-0.1043106935762236, 0.03681553890925526, 1.686459268815745, 0.396969308225124]",[0.6446630785467782]
"[-0.09817477042468103, 0.03988350048502687, 1.655963572629724, 0.47097352536871995]",[0.09843890668105204]
"[-0.09203884727313846, 0.03988350048502687, 1.6315670156809077, 0.3767788202949873]",[-0.056865592886982896]
"[-0.0859029241215959, 0.04295146206079803, 1.6120497701218541, 0.45482113502455945]",[0.45121358234690145]
"[-0.07976700097005335, 0.04295146206079803, 1.5964359736746108, 0.36385690801961346]",[0.698362738890965]
"[-0.07363107781851078, 0.04295146206079803, 1.5839449365168168, 0.2910855264156851]",[0.41891953960454686]
"[-0.07056311624273949, 0.04601942363656919, 1.4205540280020177, 0.3862664999211347]",[0.16052427639471967]
"[-0.06442719309119693, 0.04601942363656919, 1.443239379978742, 0.30901319993691345]",[0.5196468326786877]
"[-0.05829126993965436, 0.04601942363656919, 1.461387661560123, 0.24721055994953645]",[0.8542519386688062]
"[-0.05522330836388308, 0.04908738521234035, 1.3225082080366617, 0.35116652674815896]",[0.6321025649173899]
"[-0.04908738521234052, 0.04908738521234035, 1.3648027240064575, 0.2809332213985556]",[0.6457926078314857]
"[-0.04601942363656923, 0.04908738521234035, 1.2452402579937303, 0.22474657711885015]",[0.9229268678083437]
"[-0.04295146206079795, 0.04908738521234035, 1.1495902851835487, 0.1797972616950574]",[0.7028340453234229]
"[-0.03681553890925539, 0.04908738521234035, 1.226468385723967, 0.14383780935605728]",[0.32844453134927165]
"[-0.0337475773334841, 0.04908738521234035, 1.134572787367738, 0.11507024748482308]",[0.10520887152985073]
"[-0.030679615757712823, 0.04908738521234035, 1.0610563086827545, 0.09205619798785847]",[0.11099885083213312]
"[-0.02761165418194154, 0.04908738521234035, 1.0022431257347675, 0.0736449583902754]",[0.40816832849472107]
"[-0.02454369260617026, 0.04908738521234035, 0.9551925793763785, 0.058915966712220325]",[0.6712762827348909]
"[-0.021475731030398976, 0.04908738521234035, 0.9175521422896669, 0.047132773369781944]",[0.6910546770718404]
"[-0.018407769454627694, 0.04908738521234035, 0.8874397926202975, 0.03770621869583124]",[0.6011439585156448]
"[-0.015339807878856412, 0.04908738521234035, 0.863349912884802, 0.03016497495664794]",[0.5486319261585976]
"[-0.01227184630308513, 0.04908738521234035, 0.8440780090964058, 0.024131979965346773]",[0.5502745964714609]
"[-0.009203884727313847, 0.04601942363656919, 0.8286604860656888, -0.1340924948162865]",[0.22658319588962336]
"[-0.006135923151542565, 0.04601942363656919, 0.816326467641115, -0.10727399585303488]",[-0.3688453634240674]
"[-0.006135923151542565, 0.04601942363656919, 0.6530611741128922, -0.08581919668245064]",[-0.5047892601291821]
"[-0.0030679615757712823, 0.04601942363656919, 0.6758470180788778, -0.06865535734596051]",[0.3292892361065416]
"[-0.0, 0.04295146206079803, 0.6940756932516664, -0.20832236466534937]",[0.725957146641022]
"[-0.0, 0.04295146206079803, 0.5552605546013331, -0.16665789173228518]",[0.08535880985755895]
"[0.0030679615757712823, 0.04295146206079803, 0.5976065224696306, -0.13332631338582246]",[-0.34780377438778975]
"[0.006135923151542565, 0.04295146206079803, 0.6314832967642686, -0.1066610507086807]",[0.15596736259384558]
"[0.006135923151542565, 0.04295146206079803, 0.5051866374114149, -0.08532884056694456]",[0.71046121335177]
"[0.009203884727313847, 0.04295146206079803, 0.557547388717696, -0.06826307245353291]",[0.8950607882575786]
"[0.01227184630308513, 0.04295146206079803, 0.5994359897627209, -0.0546104579628377]",[0.7928093192349103]
"[0.01227184630308513, 0.04295146206079803, 0.47954879181017673, -0.043688366370275844]",[0.5748757563850295]
"[0.015339807878856412, 0.03988350048502687, 0.5370371122367055, -0.18834877188476185]",[0.2693448300015719]
"[0.015339807878856412, 0.03988350048502687, 0.4296296897893644, -0.1506790175077981]",[-0.09935144615375946]
"[0.015339807878856412, 0.03988350048502687, 0.3437037518314915, -0.12054321400626122]",[-0.13012958936855257]
"[0.018407769454627694, 0.03681553890925526, 0.4283610802537573, -0.249832649993607]",[0.22552780053659371]
"[0.018407769454627694, 0.03681553890925526, 0.3426888642030058, -0.1998661199948799]",[0.14605093874084363]
