states,actions
"[0.04601942363656923, 0.003067961575771161, 0.02901428731691924, -0.06622976560186089]",[-1.0495273675575303]
"[0.04295146206079795, 0.003067961575771161, -0.13018664893502896, -0.05298381248150008]",[-0.4119918682367074]
"[0.04295146206079795, 0.003067961575771161, -0.10414931914802317, -0.04238704998519438]",[0.4806605909902902]
"[0.04295146206079795, 0.003067961575771161, -0.08331945531841844, -0.03390963998813845]",[0.7175070863041518]
"[0.04295146206079795, 0.003067961575771161, -0.06665556425473484, -0.027127711990516445]",[0.28577836805024415]
"[0.04295146206079795, 0.003067961575771161, -0.05332445140378761, -0.02170216959243021]",[-0.12673914165081923]
"[0.04295146206079795, 0.0, -0.042659561123030265, -0.17075981446245692]",[-0.5040744648553366]
"[0.04295146206079795, 0.0, -0.03412764889842412, -0.1366078515699769]",[-0.970048019511688]
"[0.04295146206079795, 0.0, -0.027302119118739476, -0.10928628125597584]",[-1.1475187244184413]
"[0.04295146206079795, 0.0, -0.02184169529499158, -0.08742902500478067]",[-0.6100881648663503]
"[0.04295146206079795, 0.0, -0.017473356235993442, -0.06994322000380748]",[-0.021916729093003545]
"[0.04295146206079795, 0.0, -0.013978684988794399, -0.05595457600307441]",[0.08092729933531403]
"[0.04601942363656923, 0.0, 0.14221513079752857, -0.044763660802459526]",[-0.2001798218025716]
"[0.04601942363656923, 0.0, 0.11377210463802312, -0.03581092864195057]",[-0.5948485300561774]
"[0.04601942363656923, 0.003067961575771161, 0.0910176837104184, 0.12474933587498072]",[-0.3674547198843241]
"[0.04601942363656923, 0.003067961575771161, 0.07281414696833499, 0.09979946869998457]",[0.540124875884479]
"[0.04908738521234052, 0.003067961575771161, 0.21164939636323243, 0.07983957495997629]",[0.9813251753552675]
"[0.04908738521234052, 0.003067961575771161, 0.16931951709058568, 0.06387165996798672]",[0.17928859048028933]
"[0.04908738521234052, 0.003067961575771161, 0.13545561367246872, 0.05109732797438937]",[-0.6517901734383341]
"[0.04908738521234052, 0.003067961575771161, 0.10836449093797507, 0.04087786237951718]",[-0.5405671596012528]
"[0.04908738521234052, 0.003067961575771161, 0.08669159275037996, 0.03270228990359669]",[-0.05731763280195557]
"[0.04908738521234052, 0.003067961575771161, 0.06935327420030424, 0.026161831922877354]",[0.12793371319169228]
"[0.04908738521234052, 0.003067961575771161, 0.05548261936024357, 0.020929465538301883]",[0.03730145399815841]
"[0.04908738521234052, 0.003067961575771161, 0.04438609548819494, 0.016743572430641507]",[-0.06594616446073646]
"[0.04908738521234052, 0.003067961575771161, 0.03550887639055578, 0.01339485794451889]",[-0.07688822196780523]
"[0.0521553467881118, 0.003067961575771161, 0.18180517990100897, 0.01071588635562648]",[-0.16740388181299912]
"[0.0521553467881118, 0.003067961575771161, 0.14544414392080718, 0.008572709084489816]",[-0.442986959568867]
"[0.0521553467881118, 0.003067961575771161, 0.11635531513664565, 0.006858167267580484]",[-0.5682918341837491]
"[0.0521553467881118, 0.003067961575771161, 0.0930842521093167, 0.005486533814064387]",[-0.3016529402385281]
"[0.0521553467881118, 0.003067961575771161, 0.0744674016874538, 0.004389227051262878]",[0.0032605225382910455]
"[0.0521553467881118, 0.003067961575771161, 0.059573921349962866, 0.0035113816410046184]",[0.05974977950931063]
"[0.0521553467881118, 0.003067961575771161, 0.04765913707997038, 0.002809105312792326]",[-0.02123984885081153]
"[0.0521553467881118, 0.003067961575771161, 0.03812730966397648, 0.0022472842502452295]",[-0.07465099608625522]
"[0.0521553467881118, 0.003067961575771161, 0.03050184773118092, 0.0017978274002246053]",[-0.06814150936752313]
"[0.0521553467881118, 0.003067961575771161, 0.02440147818494509, 0.0014382619201853686]",[-0.04641533193939737]
"[0.0521553467881118, 0.003067961575771161, 0.019521182547955984, 0.0011506095361539792]",[-0.03962661905754351]
"[0.0521553467881118, 0.003067961575771161, 0.01561694603836461, 0.000920487628917499]",[-0.044505253014332856]
"[0.0521553467881118, 0.003067961575771161, 0.012493556830691865, 0.0007363901031283149]",[-0.048961665661990804]
"[0.0521553467881118, 0.003067961575771161, 0.009994845464553759, 0.0005891120825083362]",[-0.049094157244622516]
"[0.0521553467881118, 0.003067961575771161, 0.007995876371643007, 0.0004712896659953003]",[-0.04756563322653729]
"[0.0521553467881118, 0.0, 0.006396701097314494, -0.1530210470557165]",[-0.3815231921819528]
"[0.0521553467881118, 0.0, 0.005117360877851418, -0.12241683764457889]",[-0.9727989231803472]
"[0.0521553467881118, 0.0, 0.004093888702280779, -0.09793347011566311]",[-1.2175856538007372]
"[0.0521553467881118, 0.0, 0.0032751109618249785, -0.07834677609253049]",[-0.663719748853352]
"[0.0521553467881118, 0.0, 0.0026200887694600716, -0.06267742087402439]",[-0.044722304117857936]
"[0.0521553467881118, 0.0, 0.0020960710155675244, -0.050141936699219514]",[0.06519382385368705]
"[0.0521553467881118, 0.0, 0.0016768568124541083, -0.04011354935937561]",[-0.10126211827711432]
"[0.0521553467881118, 0.0, 0.0013414854499633755, -0.032090839487494804]",[-0.2088605873562074]
"[0.0521553467881118, 0.0, 0.0010731883599710557, -0.025672671590001528]",[-0.19457384929690497]
"[0.0521553467881118, 0.0, 0.0008585506879770222, -0.02053813727198417]",[-0.15031433394500746]
"[0.0521553467881118, 0.0, 0.0006868405503817065, -0.016430509817610073]",[-0.13684940561694553]
"[0.0521553467881118, 0.0, 0.00054947244030501, -0.013144407854071005]",[-0.1469406898078614]
"[0.0521553467881118, 0.0, 0.00043957795224436325, -0.010515526283228382]",[-0.15595343196772485]
"[0.0521553467881118, 0.0, 0.0003516623617954018, -0.008412421026605443]",[-0.15614154075122366]
"[0.0521553467881118, 0.0, 0.00028132988943641024, -0.006729936821272986]",[-0.1530167782605248]
"[0.0521553467881118, 0.0, 0.00022506391154930583, -0.005383949457041126]",[-0.151641089348688]
"[0.0521553467881118, 0.0, 0.00018005112923935584, -0.004307159565598795]",[-0.15217556031272764]
"[0.0521553467881118, 0.0, 0.00014404090339148468, -0.0034457276524904046]",[-0.15288841088562252]
"[0.0521553467881118, -0.003067961575771161, 0.00011523272271318774, -0.15615466091054486]",[-0.48764190118856554]
"[0.0521553467881118, -0.003067961575771161, 9.218617817063901e-05, -0.12492372872844726]",[-1.078454323570279]
"[0.0521553467881118, -0.003067961575771161, 7.374894253642239e-05, -0.09993898298276349]",[-1.3227640833430112]
"[0.0521553467881118, -0.003067961575771161, 5.8999154029404366e-05, -0.07995118638621079]",[-0.768863077802572]
"[0.0521553467881118, -0.003067961575771161, 4.719932322361231e-05, -0.06396094910897432]",[-0.1500204687137047]
"[0.0521553467881118, -0.003067961575771161, 3.7759458578978666e-05, -0.051168759287179455]",[-0.040181670987018636]
"[0.05522330836388308, -0.003067961575771161, 0.15342828635542727, -0.0409350074297663]",[-0.32926059090388227]
"[0.05522330836388308, -0.003067961575771161, 0.12274262908434164, -0.03274800594380167]",[-0.7297545452693126]
"[0.05522330836388308, -0.003067961575771161, 0.09819410326747313, -0.026198404755035654]",[-0.8366120000377246]
"[0.05522330836388308, -0.003067961575771161, 0.0785552826139786, -0.020958723804056945]",[-0.5178172805954782]
"[0.05522330836388308, -0.003067961575771161, 0.06284422609118279, -0.01676697904323987]",[-0.19761038167092215]
"[0.05829126993965436, -0.003067961575771161, 0.20367345966150996, -0.01341358323460895]",[-0.2758988699142356]
"[0.05829126993965436, -0.003067961575771161, 0.1629387677292078, -0.010730866587692844]",[-0.6603384524212694]
"[0.05829126993965436, -0.003067961575771161, 0.13035101418336614, -0.008584693270137222]",[-0.8349942044768142]
"[0.06135923151542565, 0.0, 0.2576788901352569, 0.1465303241724598]",[-0.33824075597720993]
"[0.06135923151542565, 0.0, 0.2061431121082058, 0.11722425933797354]",[0.28990468413743664]
"[0.06442719309119693, 0.0, 0.3183125684751289, 0.09377940747037883]",[0.35112721972570426]
"[0.06442719309119693, 0.0, 0.2546500547801034, 0.0750235259762917]",[-0.3093936639090349]
"[0.06442719309119693, 0.0, 0.20372004382408226, 0.06001882078103904]",[-0.8005842211710508]
"[0.06442719309119693, 0.003067961575771161, 0.16297603505926572, 0.20141313541336103]",[-0.23960026407364776]
"[0.0674951546669682, 0.003067961575771161, 0.28377890683597595, 0.16113050833067177]",[0.643080105468359]
"[0.0674951546669682, 0.003067961575771161, 0.22702312546878112, 0.12890440666456016]",[0.7106175555265782]
"[0.0674951546669682, 0.003067961575771161, 0.1816185003750248, 0.10312352533165381]",[-0.05948304040418084]
"[0.07056311624273949, 0.003067961575771161, 0.2986928790885841, 0.08249882026530031]",[-0.6069504542326292]
"[0.07056311624273949, 0.003067961575771161, 0.2389543032708672, 0.06599905621223456]",[-0.7028253553147058]
"[0.07056311624273949, 0.003067961575771161, 0.19116344261669393, 0.052799244969804704]",[-0.5743975837807496]
"[0.07056311624273949, 0.003067961575771161, 0.15293075409335533, 0.04223939597585513]",[-0.2628176264360595]
"[0.07363107781851078, 0.003067961575771161, 0.27574268206324826, 0.03379151678066705]",[-0.15151205426251416]
"[0.07363107781851078, 0.003067961575771161, 0.22059414565059887, 0.02703321342451659]",[-0.43358866269279756]
"[0.07363107781851078, 0.003067961575771161, 0.1764753165204791, 0.02162657073961327]",[-0.6296103500341652]
"[0.07363107781851078, 0.003067961575771161, 0.14118025321638328, 0.017301256591679248]",[-0.3896912014130389]
"[0.07669903939428206, 0.006135923151542766, 0.2663422813616707, 0.1672390840619471]",[0.1412596705577802]
"[0.07669903939428206, 0.006135923151542766, 0.21307382508933648, 0.13379126724956336]",[0.5112290521768346]
"[0.07669903939428206, 0.006135923151542766, 0.17045906007146883, 0.10703301379965069]",[0.5549829185467037]
"[0.07976700097005335, 0.006135923151542766, 0.28976532684573897, 0.08562641103975466]",[0.09468975925712153]
"[0.07976700097005335, 0.006135923151542766, 0.23181226147659117, 0.06850112883179804]",[-0.5064347352127321]
"[0.07976700097005335, 0.006135923151542766, 0.18544980918127285, 0.054800903065455486]",[-0.6606087185336882]
"[0.07976700097005335, 0.006135923151542766, 0.14835984734501828, 0.043840722452358705]",[-0.2941425420022236]
"[0.08283496254582462, 0.006135923151542766, 0.27208595666457835, 0.03507257796189833]",[-0.060400815572284945]
"[0.08283496254582462, 0.009203884727313927, 0.21766876533166268, 0.18145614115806552]",[0.02378257618374205]
"[0.08283496254582462, 0.009203884727313927, 0.17413501226533024, 0.14516491292644673]",[0.3884786857300123]
"[0.0859029241215959, 0.009203884727313927, 0.2927060886008279, 0.11613193034116875]",[0.7262537811338972]
"[0.0859029241215959, 0.009203884727313927, 0.2341648708806625, 0.09290554427292363]",[0.19909612998104353]
"[0.0859029241215959, 0.009203884727313927, 0.18733189670452965, 0.07432443541836165]",[-0.46025080240551475]
"[0.0859029241215959, 0.009203884727313927, 0.14986551736362408, 0.059459548334700685]",[-0.37166014338307657]
"[0.0859029241215959, 0.009203884727313927, 0.11989241389089855, 0.047567638667771917]",[0.041565732995830725]
"[0.0859029241215959, 0.009203884727313927, 0.09591393111271884, 0.03805411093421185]",[0.20561065194706102]
"[0.08897088569736719, 0.009203884727313927, 0.23012922367873934, 0.030443288747363795]",[0.008352490124466358]
"[0.08897088569736719, 0.009203884727313927, 0.1841033789429911, 0.024354630997891036]",[-0.37357789537077774]
"[0.08897088569736719, 0.009203884727313927, 0.14728270315439307, 0.019483704798318513]",[-0.5053968576414218]
"[0.08897088569736719, 0.009203884727313927, 0.11782616252351463, 0.015586963838643442]",[-0.2036715498833277]
"[0.08897088569736719, 0.009203884727313927, 0.09426093001881153, 0.012469571070909069]",[0.11825571108955991]
"[0.08897088569736719, 0.009203884727313927, 0.07540874401504905, 0.009975656856738624]",[0.16940030179570917]
"[0.08897088569736719, 0.009203884727313927, 0.06032699521203888, 0.00798052548537953]",[0.08012458388389318]
"[0.08897088569736719, 0.009203884727313927, 0.048261596169631105, 0.006384420388286571]",[0.025142510797796603]
"[0.08897088569736719, 0.009203884727313927, 0.038609276935705594, 0.005107536310617888]",[0.033939270770569]
"[0.08897088569736719, 0.009203884727313927, 0.030887421548563943, 0.004086029048494311]",[0.057181867247405135]
"[0.09203884727313846, 0.009203884727313927, 0.17810801602741488, 0.0032688232388125016]",[-0.05885288573447778]
"[0.09203884727313846, 0.006135923151542766, 0.14248641282193208, -0.1507830201974798]",[-0.691922358128022]
"[0.09203884727313846, 0.006135923151542766, 0.1139891302575462, -0.12062641615798952]",[-1.4087444661251265]
"[0.09203884727313846, 0.006135923151542766, 0.0911913042060366, -0.09650113292639162]",[-1.37863025570106]
"[0.09203884727313846, 0.006135923151542766, 0.0729530433648291, -0.07720090634111898]",[-0.5163044454223749]
"[0.09203884727313846, 0.006135923151542766, 0.05836243469186364, -0.06176072507290087]",[0.15773098626654658]
"[0.09510680884890975, 0.009203884727313927, 0.20008802654205482, 0.10398949873021479]",[0.3967883019993601]
"[0.09510680884890975, 0.009203884727313927, 0.16007042123364368, 0.08319159898417183]",[0.4747423075687708]
"[0.09510680884890975, 0.009203884727313927, 0.12805633698691476, 0.06655327918733178]",[0.49748953368618376]
"[0.09817477042468103, 0.009203884727313927, 0.25584314837809696, 0.05324262334985974]",[0.13180599342289956]
"[0.09817477042468103, 0.012271846303085088, 0.20467451870247722, 0.19599217746846875]",[-0.08764044031953251]
"[0.09817477042468103, 0.012271846303085088, 0.16373961496198142, 0.15679374197475227]",[0.33526761651946135]
"[0.09817477042468103, 0.012271846303085088, 0.1309916919695855, 0.1254349935798018]",[0.9236117722932506]
"[0.10124273200045232, 0.012271846303085088, 0.2581914323642325, 0.10034799486385282]",[0.5989369814501997]
"[0.10124273200045232, 0.012271846303085088, 0.2065531458913865, 0.08027839589107089]",[-0.26428520479187556]
"[0.10124273200045232, 0.012271846303085088, 0.16524251671310886, 0.06422271671283397]",[-0.5962957403233718]
"[0.10124273200045232, 0.012271846303085088, 0.13219401337048708, 0.05137817337026718]",[-0.21429967727763902]
"[0.10124273200045232, 0.012271846303085088, 0.10575521069638949, 0.04110253869620806]",[0.2113059311340693]
"[0.10124273200045232, 0.012271846303085088, 0.08460416855711195, 0.03288203095695508]",[0.27717046821445823]
"[0.10124273200045232, 0.012271846303085088, 0.06768333484569045, 0.026305624765569746]",[0.15718053738740484]
"[0.10124273200045232, 0.009203884727313927, 0.054146667876552534, -0.1323535789761081]",[-0.25054778685278645]
"[0.10124273200045232, 0.009203884727313927, 0.04331733430124185, -0.10588286318090923]",[-0.8294366323586796]
"[0.10124273200045232, 0.009203884727313927, 0.03465386744099419, -0.08470629054471601]",[-1.0427987505181668]
"[0.10124273200045232, 0.009203884727313927, 0.02772309395279482, -0.06776503243580123]",[-0.4801710038757743]
"[0.10124273200045232, 0.009203884727313927, 0.022178475162236033, -0.054212025948629616]",[0.13132698383388697]
"[0.10124273200045232, 0.009203884727313927, 0.01774278012978847, -0.0433696207589378]",[0.23498760878583153]
"[0.10124273200045232, 0.009203884727313927, 0.01419422410383131, -0.034695696607144555]",[0.06857717812877674]
"[0.10124273200045232, 0.012271846303085088, 0.011355379283064515, 0.12564152150284258]",[0.2978661560463141]
"[0.10124273200045232, 0.012271846303085088, 0.009084303426451612, 0.1005132172022627]",[0.9040963409870829]
"[0.10124273200045232, 0.012271846303085088, 0.007267442741160757, 0.08041057376178173]",[1.1923808446445714]
"[0.10124273200045232, 0.012271846303085088, 0.005813954192928961, 0.06432845900943107]",[0.6514234701799535]
"[0.10124273200045232, 0.012271846303085088, 0.004651163354343346, 0.05146276720753917]",[0.022372449471124017]
"[0.10124273200045232, 0.012271846303085088, 0.003720930683474677, 0.04117021376603702]",[-0.09634285653115669]
"[0.10124273200045232, 0.009203884727313927, 0.0029767445467792086, -0.12046190777576271]",[-0.26464385829143944]
"[0.09817477042468103, 0.009203884727313927, -0.15101668315114125, -0.09636952622062722]",[-0.6223393728860624]
"[0.09817477042468103, 0.009203884727313927, -0.12081334652091247, -0.07709562097647904]",[-0.5867988891833822]
"[0.09817477042468103, 0.006135923151542766, -0.09665067721673015, -0.2150745755697301]",[-0.2911672645232557]
"[0.09817477042468103, 0.006135923151542766, -0.07732054177338377, -0.1720596604557727]",[-0.5519996568390806]
"[0.09817477042468103, 0.006135923151542766, -0.061856433418706835, -0.13764772836461248]",[-0.9833401656792055]
"[0.09817477042468103, 0.006135923151542766, -0.04948514673496529, -0.11011818269170703]",[-0.6410932509953147]
"[0.09817477042468103, 0.006135923151542766, -0.03958811738797152, -0.08809454615337131]",[-0.04696184893634422]
"[0.09817477042468103, 0.006135923151542766, -0.03167049391037757, -0.07047563692270842]",[0.1273562786897695]
"[0.09817477042468103, 0.006135923151542766, -0.02533639512830188, -0.05638050953817242]",[-0.003349608949762585]
"[0.09817477042468103, 0.006135923151542766, -0.02026911610264115, -0.04510440763056067]",[-0.11887551666164467]
"[0.09817477042468103, 0.006135923151542766, -0.016215292882113097, -0.03608352610444854]",[-0.12061807280836576]
"[0.09817477042468103, 0.009203884727313927, -0.012972234305689945, 0.12453125790497666]",[0.2543898890393331]
"[0.09817477042468103, 0.009203884727313927, -0.010377787444551423, 0.09962500632397564]",[0.8629406038692902]
"[0.09817477042468103, 0.009203884727313927, -0.008302229955641671, 0.07970000505918051]",[1.1003725775218156]
"[0.09817477042468103, 0.009203884727313927, -0.006641783964512982, 0.06376000404733873]",[0.5372858685957149]
"[0.09817477042468103, 0.009203884727313927, -0.005313427171610208, 0.05100800323785393]",[-0.08295952278212615]
"[0.09817477042468103, 0.009203884727313927, -0.004250741737287456, 0.04080640259027746]",[-0.19012085292406228]
"[0.09817477042468103, 0.009203884727313927, -0.003400593389829787, 0.03264512207223902]",[-0.022067467899399326]
"[0.09510680884890975, 0.006135923151542766, -0.1561185535004288, -0.12728198113074995]",[-0.12677834514637648]
"[0.09510680884890975, 0.006135923151542766, -0.12489484280034269, -0.10182558490461702]",[-0.43985062546597536]
"[0.09510680884890975, 0.006135923151542766, -0.09991587424027415, -0.08146046792370498]",[-0.6075759624209736]
"[0.09510680884890975, 0.006135923151542766, -0.07993269939221914, -0.06516837433895262]",[-0.3414921098956138]
"[0.09203884727313846, 0.003067961575771161, -0.2173442383023394, -0.2055327782597658]",[-0.23111608173679551]
"[0.09203884727313846, 0.003067961575771161, -0.17387539064187152, -0.1644262226078297]",[-0.4647890516842725]
"[0.09203884727313846, 0.003067961575771161, -0.13910031251349686, -0.13154097808626375]",[-0.6718839156814036]
"[0.09203884727313846, 0.003067961575771161, -0.11128025001079767, -0.1052327824690451]",[-0.44990655201706836]
"[0.09203884727313846, 0.003067961575771161, -0.08902420000863831, -0.0841862259752304]",[-0.13191579715602547]
"[0.09203884727313846, 0.003067961575771161, -0.07121936000691065, -0.06734898078016727]",[-0.05364469256704674]
"[0.09203884727313846, 0.003067961575771161, -0.056975488005528874, -0.053879184624122445]",[-0.13009110894229403]
"[0.09203884727313846, 0.003067961575771161, -0.045580390404422744, -0.04310334769931501]",[-0.18933081592392856]
"[0.09203884727313846, 0.006135923151542766, -0.036464312323538195, 0.11891540062913464]",[0.14776906423868003]
"[0.09203884727313846, 0.006135923151542766, -0.029171449858830023, 0.09513232050332476]",[0.7608893190268693]
"[0.09203884727313846, 0.006135923151542766, -0.023337159887064196, 0.07610585640264844]",[1.0137112235202912]
"[0.09203884727313846, 0.006135923151542766, -0.018669727909651712, 0.060884685122118753]",[0.45544671333702563]
"[0.09203884727313846, 0.006135923151542766, -0.014935782327721192, 0.048707748097712056]",[-0.16824913054504487]
"[0.09203884727313846, 0.006135923151542766, -0.011948625862176598, 0.03896619847816396]",[-0.2785697321011335]
"[0.09203884727313846, 0.003067961575771161, -0.009558900689740746, -0.12222512000604979]",[-0.44525805840286947]
"[0.08897088569736719, 0.003067961575771161, -0.16104519934035721, -0.09778009600481141]",[-0.8052619673262258]
"[0.08897088569736719, 0.003067961575771161, -0.12883615947228577, -0.07822407680387755]",[-0.771261589337999]
"[0.08897088569736719, 0.003067961575771161, -0.10306892757782826, -0.06257926144309067]",[-0.14080965162719294]
"[0.08897088569736719, 0.003067961575771161, -0.08245514206226279, -0.05006340915446117]",[0.18999917356026813]
"[0.08897088569736719, 0.003067961575771161, -0.06596411364981059, -0.04005072732357462]",[0.00329181844134116]
"[0.08897088569736719, 0.003067961575771161, -0.052771290919849, -0.03204058185886538]",[-0.20852140943493958]
"[0.08897088569736719, 0.003067961575771161, -0.042217032735878846, -0.025632465487092304]",[-0.23341422130574757]
"[0.08897088569736719, 0.003067961575771161, -0.03377362618870361, -0.02050597238965679]",[-0.16895439296050796]
"[0.08897088569736719, 0.003067961575771161, -0.02701890095096271, -0.016404777911731117]",[-0.13317060154685664]
"[0.08897088569736719, 0.003067961575771161, -0.02161512076077088, -0.013123822329362156]",[-0.1411044642852934]
"[0.08897088569736719, 0.003067961575771161, -0.017292096608616525, -0.01049905786348404]",[-0.1571484409468812]
"[0.08897088569736719, 0.003067961575771161, -0.01383367728689322, -0.008399246290764495]",[-0.16104874533805377]
"[0.08897088569736719, 0.003067961575771161, -0.011066941829514398, -0.006719397032611596]",[-0.15697967207326283]
"[0.08897088569736719, 0.006135923151542766, -0.008853553463612052, 0.14802256116249168]",[0.1807559127220635]
"[0.08897088569736719, 0.006135923151542766, -0.007082842770889108, 0.1184180489300104]",[0.7716244440327198]
"[0.08897088569736719, 0.006135923151542766, -0.005666274216711287, 0.09473443914399127]",[1.0148977293807968]
"[0.08897088569736719, 0.006135923151542766, -0.004533019373369029, 0.07578755131518733]",[0.46054264645878884]
"[0.08897088569736719, 0.006135923151542766, -0.0036264154986955788, 0.06063004105214986]",[-0.15812174422989145]
"[0.08897088569736719, 0.006135923151542766, -0.0029011323989562854, 0.04850403284171989]",[-0.26772449376087754]
"[0.0859029241215959, 0.003067961575771161, -0.15571898470772982, -0.11459485251521073]",[-0.31325493525314757]
"[0.0859029241215959, 0.003067961575771161, -0.12457518776618404, -0.09167588201216859]",[-0.5038503170006137]
"[0.0859029241215959, 0.003067961575771161, -0.09966015021294705, -0.07334070560975192]",[-0.6414698391548225]
"[0.0859029241215959, 0.003067961575771161, -0.07972812017035746, -0.0586725644877788]",[-0.4063351648880838]
"[0.0859029241215959, 0.003067961575771161, -0.0637824961362865, -0.046938051590217356]",[-0.10762812737210038]
"[0.08283496254582462, 0.003067961575771161, -0.20442407569759347, -0.037550441272173884]",[0.0805189440105504]
"[0.08283496254582462, 0.003067961575771161, -0.16353926055807388, -0.030040353017739108]",[0.2985081641367363]
"[0.08283496254582462, 0.003067961575771161, -0.13083140844645946, -0.02403228241416855]",[0.36558823834969345]
"[0.08283496254582462, 0.003067961575771161, -0.10466512675716722, -0.019225825931357576]",[0.09512835196035009]
"[0.08283496254582462, 0.003067961575771161, -0.08373210140573395, -0.015380660745108798]",[-0.19067465080158416]
"[0.08283496254582462, 0.003067961575771161, -0.0669856811245868, -0.012304528596104092]",[-0.23779882603616775]
"[0.08283496254582462, 0.003067961575771161, -0.0535885448996698, -0.009843622876900326]",[-0.15967894882368985]
"[0.08283496254582462, 0.003067961575771161, -0.04287083591973584, -0.007874898301508892]",[-0.11079854234619779]
"[0.08283496254582462, 0.003067961575771161, -0.03429666873578885, -0.006299918641218483]",[-0.11818570414949124]
"[0.08283496254582462, 0.003067961575771161, -0.027437334988630546, -0.005039934912957733]",[-0.13866906249039637]
"[0.08283496254582462, 0.003067961575771161, -0.02194986799090426, -0.004031947930343449]",[-0.14462524603041185]
"[0.08283496254582462, 0.003067961575771161, -0.017559894392723763, -0.003225558344269075]",[-0.13983965807607546]
"[0.08283496254582462, 0.003067961575771161, -0.014047915514178833, -0.0025804466754379973]",[-0.13571813816567624]
"[0.08283496254582462, 0.003067961575771161, -0.011238332411343421, -0.0020643573403447135]",[-0.13569284554244268]
"[0.08283496254582462, 0.003067961575771161, -0.00899066592907527, -0.0016514858722871395]",[-0.1371472339576384]
"[0.08283496254582462, 0.003067961575771161, -0.007192532743260038, -0.0013211886978297116]",[-0.13776540380950386]
"[0.08283496254582462, 0.003067961575771161, -0.005754026194607853, -0.001056950958258085]",[-0.1375073703971288]
"[0.08283496254582462, 0.003067961575771161, -0.004603220955686993, -0.000845560766606468]",[-0.1371795650659059]
"[0.08283496254582462, 0.003067961575771161, -0.0036825767645494167, -0.0006764486133192804]",[-0.13713397895028806]
"[0.08283496254582462, 0.003067961575771161, -0.0029460614116398887, -0.0005411588906554243]",[-0.1372314022721469]
"[0.08283496254582462, 0.003067961575771161, -0.0023568491293115557, -0.0004329271125413925]",[-0.13728841206049755]
"[0.08283496254582462, 0.003067961575771161, -0.0018854793034490669, -0.0003463416900046923]",[-0.13727766215291215]
"[0.08283496254582462, 0.003067961575771161, -0.0015083834427596088, -0.00027707335200943817]",[-0.13725289554403158]
"[0.08283496254582462, 0.003067961575771161, -0.0012067067542078647, -0.00022165868162460356]",[-0.13724634291905496]
"[0.08283496254582462, 0.003067961575771161, -0.0009653654033661141, -0.00017732694527694548]",[-0.13725240152315077]
"[0.08283496254582462, 0.003067961575771161, -0.0007722923226927136, -0.00014186155621587204]",[-0.13725726831567145]
"[0.08283496254582462, 0.003067961575771161, -0.0006178338581541709, -0.000113489244995435]",[-0.1372571532901215]
"[0.08283496254582462, 0.003067961575771161, -0.0004942670865233367, -9.079139599066366e-05]",[-0.1372553752253264]
"[0.08283496254582462, 0.003067961575771161, -0.00039541366921902465, -7.26331168152683e-05]",[-0.13725467135752764]
"[0.08283496254582462, 0.003067961575771161, -0.00031633093537575263, -5.810649344084595e-05]",[-0.13725500854559186]
"[0.08283496254582462, 0.006135923151542766, -0.00025306474830077974, 0.15335159359383965]",[0.1973894845123323]
"[0.08283496254582462, 0.006135923151542766, -0.00020245179864097906, 0.1226812748750774]",[0.7884097530155944]
"[0.08283496254582462, 0.006135923151542766, -0.00016196143891278325, 0.0981450199000733]",[1.0328453131188644]
"[0.08283496254582462, 0.006135923151542766, -0.00012956915113004897, 0.07851601592008706]",[0.478923121581309]
"[0.08283496254582462, 0.006135923151542766, -0.00010365532090350627, 0.06281281273606965]",[-0.1399730767115681]
"[0.08283496254582462, 0.006135923151542766, -8.292425672262738e-05, 0.050250250188867085]",[-0.2498267901083448]
"[0.07976700097005335, 0.006135923151542766, -0.1534644181939422, 0.04020020015110504]",[0.03926493039839866]
"[0.07976700097005335, 0.003067961575771161, -0.12277153455515322, -0.12123791866770262]",[0.10512466361669712]
"[0.07976700097005335, 0.003067961575771161, -0.09821722764412222, -0.09699033493416209]",[-0.37903827774163945]
"[0.07976700097005335, 0.003067961575771161, -0.07857378211529831, -0.07759226794732399]",[-0.9422722618604615]
"[0.07976700097005335, 0.003067961575771161, -0.062859025692239, -0.06207381435785919]",[-0.7085584755671763]
"[0.07976700097005335, 0.003067961575771161, -0.0502872205537912, -0.04965905148628735]",[-0.13401872655532376]
"[0.07976700097005335, 0.003067961575771161, -0.040229776443032605, -0.03972724118901283]",[0.06734293472347183]
"[0.07976700097005335, 0.003067961575771161, -0.03218382115442697, -0.03178179295119321]",[-0.04559893903628104]
"[0.07976700097005335, 0.003067961575771161, -0.0257470569235414, -0.02542543436095457]",[-0.16338030622389418]
"[0.07976700097005335, 0.006135923151542766, -0.020597645538833476, 0.13305773129982867]",[0.16224992471904853]
"[0.07976700097005335, 0.006135923151542766, -0.01647811643106678, 0.10644618503985726]",[0.791386953860747]
"[0.07976700097005335, 0.006135923151542766, -0.013182493144853424, 0.08515694803190854]",[1.054996405392319]
"[0.07976700097005335, 0.006135923151542766, -0.010545994515882562, 0.06812555842552115]",[0.4955575269840367]
"[0.07976700097005335, 0.006135923151542766, -0.008436795612706494, 0.05450044674040555]",[-0.13246455732276355]
"[0.07976700097005335, 0.006135923151542766, -0.006749436490165017, 0.04360035739236423]",[-0.2441797977775832]
"[0.07976700097005335, 0.006135923151542766, -0.005399549192131925, 0.0348802859138857]",[-0.07526964319543547]
