states,actions
"[-0.17487380981896308, 0.05829126993965428, 2.048996448489868, 0.3301259979275528]",[0.8183570681916681]
"[-0.16873788666742054, 0.06135923151542544, 1.9459933163690195, 0.41749887713061185]",[0.6102283929968657]
"[-0.16260196351587797, 0.06135923151542544, 1.8635908106723456, 0.33399910170450653]",[0.5697619074079291]
"[-0.1564660403643354, 0.06135923151542544, 1.7976688061150048, 0.26719928136358817]",[0.9025580344137992]
"[-0.15033011721279282, 0.06135923151542544, 1.7449312024691332, 0.21375942509087054]",[0.7349349236423486]
"[-0.14419419406125028, 0.06135923151542544, 1.7027411195524325, 0.17100754007267938]",[0.2520421033131434]
"[-0.1380582709097077, 0.06135923151542544, 1.6689890532190743, 0.13680603205816055]",[0.04856975345218981]
"[-0.13192234775816514, 0.06135923151542544, 1.641987400152387, 0.10944482564653413]",[0.11119468276731612]
"[-0.12885438618239387, 0.06135923151542544, 1.466987998910474, 0.0875558605172273]",[0.3144626195553774]
"[-0.1227184630308513, 0.06135923151542544, 1.4803865567055086, 0.0700446884137591]",[0.6019004239868555]
"[-0.11658253987930872, 0.06135923151542544, 1.4911054029415354, 0.05603575073101297]",[0.6752366757023973]
"[-0.11351457830353745, 0.06135923151542544, 1.3462824011417913, 0.04482860058482174]",[0.4884286771165646]
"[-0.10737865515199488, 0.06135923151542544, 1.383822078490562, 0.035862880467846026]",[0.4601565517346694]
"[-0.1043106935762236, 0.06135923151542544, 1.260455741581013, 0.028690304374293873]",[0.6390298566464171]
"[-0.09817477042468103, 0.06135923151542544, 1.3151607508419394, 0.022952243499418046]",[0.7238350943293146]
"[-0.09510680884890975, 0.06135923151542544, 1.2055266794621158, 0.018361794799545805]",[0.6943600468886395]
"[-0.08897088569736719, 0.06135923151542544, 1.2712175011468219, 0.014689435839613907]",[0.6317904519000463]
"[-0.0859029241215959, 0.06135923151542544, 1.1703720797060218, 0.01175154867169681]",[0.6114892583932344]
"[-0.08283496254582462, 0.05829126993965428, 1.0896957425533813, -0.14399683985121214]",[0.3926472818155474]
"[-0.07976700097005335, 0.05829126993965428, 1.0251546728312686, -0.11519747188094698]",[0.09425983761678725]
"[-0.07669903939428206, 0.05829126993965428, 0.9735218170535793, -0.09215797750476895]",[0.07533625887285811]
"[-0.07363107781851078, 0.05522330836388312, 0.9322155324314281, -0.22712446079233928]",[0.30079694460569417]
"[-0.07056311624273949, 0.05522330836388312, 0.8991705047337062, -0.18169956863388848]",[0.2465166111635675]
"[-0.0674951546669682, 0.05522330836388312, 0.8727344825755292, -0.14535965490711078]",[0.06751671623152433]
"[-0.06442719309119693, 0.05522330836388312, 0.8515856648489866, -0.11628772392569431]",[0.45727154392142677]
"[-0.06135923151542565, 0.05522330836388312, 0.834666610667754, -0.09303017914055545]",[0.9769388437784277]
"[-0.05829126993965436, 0.052155346788111956, 0.8211313673227676, -0.22782222210102532]",[0.7607143441535414]
"[-0.05522330836388308, 0.052155346788111956, 0.8103031726467775, -0.1822577776808032]",[0.03372235751618946]
"[-0.0521553467881118, 0.052155346788111956, 0.8016406169059858, -0.14580622214464256]",[-0.31697569630269884]
"[-0.0521553467881118, 0.04908738521234035, 0.6413124935247887, -0.2700430565043064]",[0.02054414242136926]
"[-0.04908738521234052, 0.04908738521234035, 0.6664480736083953, -0.21603444520343373]",[0.3688942519589836]
"[-0.04601942363656923, 0.04908738521234035, 0.6865565376752807, -0.17282755616272993]",[0.3601553593419361]
"[-0.04601942363656923, 0.04908738521234035, 0.5492452301402242, -0.138262044930201]",[0.5794933211122452]
"[-0.04295146206079795, 0.04601942363656919, 0.5927942629007439, -0.26400771473271334]",[0.7254724641242908]
"[-0.039883500485026674, 0.04601942363656919, 0.6276334891091593, -0.21120617178618772]",[0.31558950779373707]
"[-0.039883500485026674, 0.04601942363656919, 0.5021067912873272, -0.1689649374289388]",[-0.12692361080422498]
"[-0.03681553890925539, 0.04295146206079803, 0.5550835118184261, -0.2885700287316979]",[0.03006496365085498]
"[-0.03681553890925539, 0.04295146206079803, 0.44406680945474086, -0.23085602298533558]",[0.23508254839890685]
"[-0.0337475773334841, 0.04295146206079803, 0.5086515263523568, -0.1846848183882912]",[0.20510172838764584]
"[-0.0337475773334841, 0.03988350048502687, 0.4069212210818858, -0.3011459334991855]",[0.24578204915456292]
"[-0.0337475773334841, 0.03988350048502687, 0.32553697686550853, -0.24091674679934272]",[0.23479681667470298]
"[-0.030679615757712823, 0.03681553890925526, 0.41382766028097073, -0.3461314762280381]",[-0.06427617049734113]
"[-0.030679615757712823, 0.03681553890925526, 0.33106212822477676, -0.2769051809824532]",[-0.27173930922947975]
"[-0.030679615757712823, 0.03681553890925526, 0.2648497025798213, -0.2215241447859455]",[-0.08485877167505651]
"[-0.02761165418194154, 0.0337475773334841, 0.3652778408524211, -0.3306173946173203]",[0.3287975442924228]
"[-0.02761165418194154, 0.0337475773334841, 0.292222272681937, -0.26449391569386194]",[0.20007138049971074]
"[-0.02761165418194154, 0.0337475773334841, 0.23377781814554965, -0.21159513255508955]",[-0.08640151853120215]
"[-0.02454369260617026, 0.03067961575771294, 0.34042033330500354, -0.3226741848326071]",[0.060930465133891554]
"[-0.02454369260617026, 0.03067961575771294, 0.272336266644003, -0.2581393478660914]",[-0.017441872902563493]
"[-0.02454369260617026, 0.03067961575771294, 0.21786901331520236, -0.20651147829286742]",[-0.18916483937555906]
"[-0.02454369260617026, 0.027611654181941336, 0.17429521065216202, -0.31860726142289764]",[0.11081916347733411]
"[-0.021475731030398976, 0.027611654181941336, 0.29283424731029384, -0.2548858091383295]",[0.17448931289625735]
"[-0.021475731030398976, 0.027611654181941336, 0.23426739784823525, -0.20390864731064084]",[-0.19151446783437642]
"[-0.021475731030398976, 0.024543692606170175, 0.1874139182785881, -0.3165249966370709]",[-0.28661285252264634]
"[-0.021475731030398976, 0.024543692606170175, 0.14993113462287044, -0.2532199973096567]",[-0.12424583983863646]
"[-0.021475731030398976, 0.024543692606170175, 0.11994490769829635, -0.20257599784773106]",[0.05822308332872317]
"[-0.018407769454627694, 0.021475731030399015, 0.24935400494720117, -0.3154588770667317]",[0.09699812104244232]
"[-0.018407769454627694, 0.021475731030399015, 0.19948320395776098, -0.25236710165339105]",[-0.3391048113946493]
"[-0.018407769454627694, 0.021475731030399015, 0.15958656316620856, -0.20189368132270147]",[-0.6451363314059446]
"[-0.018407769454627694, 0.018407769454627854, 0.12766925053296685, -0.3149130238467137]",[-0.2779059929042763]
"[-0.018407769454627694, 0.018407769454627854, 0.10213540042637348, -0.25193041907738234]",[-0.01626254549500472]
"[-0.018407769454627694, 0.018407769454627854, 0.08170832034109887, -0.2015443352619002]",[-0.0817765163334192]
"[-0.018407769454627694, 0.018407769454627854, 0.06536665627287908, -0.16123546820952583]",[0.255297568411052]
"[-0.015339807878856412, 0.015339807878856249, 0.20569140380686746, -0.28238645335619594]",[0.26426554566480087]
"[-0.015339807878856412, 0.015339807878856249, 0.16455312304549408, -0.22590916268495675]",[-0.49640567051484347]
"[-0.015339807878856412, 0.015339807878856249, 0.1316424984363953, -0.18072733014795972]",[-0.968515081563489]
"[-0.015339807878856412, 0.015339807878856249, 0.10531399874911629, -0.14458186411837914]",[-0.2272861041980333]
"[-0.015339807878856412, 0.012271846303085088, 0.08425119899929301, -0.26906357008326154]",[0.365226559252332]
"[-0.015339807878856412, 0.012271846303085088, 0.06740095919943445, -0.21525085606660355]",[-0.029820081732725212]
"[-0.015339807878856412, 0.012271846303085088, 0.05392076735954754, -0.1722006848532942]",[-0.5104654789036293]
"[-0.015339807878856412, 0.012271846303085088, 0.04313661388763801, -0.13776054788263536]",[-0.12335592994631317]
"[-0.01227184630308513, 0.009203884727313927, 0.1879073698986744, -0.2636065170946438]",[0.05262176685151815]
"[-0.01227184630308513, 0.009203884727313927, 0.1503258959189394, -0.21088521367570934]",[-0.6561197340342731]
"[-0.01227184630308513, 0.009203884727313927, 0.1202607167351516, -0.16870817094053336]",[-1.165878887320847]
"[-0.01227184630308513, 0.009203884727313927, 0.09620857338812117, -0.13496653675244374]",[-0.45888396259917624]
"[-0.01227184630308513, 0.006135923151542766, 0.07696685871049702, -0.2613713081905189]",[0.13267109146212158]
"[-0.01227184630308513, 0.006135923151542766, 0.061573486968397595, -0.20909704655244354]",[-0.2506084168825608]
"[-0.01227184630308513, 0.006135923151542766, 0.049258789574717965, -0.1672776372419662]",[-0.7259847235524186]
"[-0.009203884727313847, 0.006135923151542766, 0.1928051104483386, -0.13382210979358433]",[-0.46349640031093964]
"[-0.009203884727313847, 0.006135923151542766, 0.15424408835867087, -0.10705768783486747]",[-0.12586102779206315]
"[-0.009203884727313847, 0.006135923151542766, 0.12339527068693668, -0.08564615026787692]",[-0.07223023531126069]
"[-0.006135923151542565, 0.006135923151542766, 0.2521142953381134, -0.06851692021430722]",[-0.06372249798188682]
"[-0.006135923151542565, 0.006135923151542766, 0.20169143627049074, -0.05481353617147988]",[-0.17089947564470281]
"[-0.006135923151542565, 0.006135923151542766, 0.16135314901639258, -0.043850828937195274]",[-0.23712503810004462]
"[-0.006135923151542565, 0.006135923151542766, 0.1290825192131141, -0.0350806631497278]",[-0.0018399393292604]
"[-0.006135923151542565, 0.006135923151542766, 0.10326601537049124, -0.02806453051979929]",[0.26953675159562296]
"[-0.0030679615757712823, 0.006135923151542766, 0.23601089108495707, -0.02245162441582238]",[0.20057222815103826]
"[-0.0030679615757712823, 0.003067961575771161, 0.18880871286796566, -0.1713593783212275]",[-0.49723548004623463]
"[-0.0030679615757712823, 0.003067961575771161, 0.1510469702943725, -0.137087502656982]",[-1.2573114706546216]
"[-0.0030679615757712823, 0.003067961575771161, 0.12083757623549798, -0.10967000212559697]",[-1.2222094808679973]
"[-0.0030679615757712823, 0.003067961575771161, 0.09667006098839839, -0.08773600170047757]",[-0.3424051784925131]
"[-0.0030679615757712823, 0.003067961575771161, 0.07733604879071873, -0.07018880136038774]",[0.3371806923518147]
"[-0.0030679615757712823, 0.003067961575771161, 0.06186883903257498, -0.056151041088298825]",[0.36035128198596034]
"[-0.0, 0.003067961575771161, 0.2028931500146241, -0.04492083287061632]",[0.013970694017517243]
"[-0.0, 0.003067961575771161, 0.16231452001169927, -0.03593666629649306]",[-0.37962489980738506]
"[-0.0, 0.0, 0.1298516160093594, -0.18214741182575267]",[-0.7978553049506031]
"[-0.0, 0.0, 0.10388129280748752, -0.14571792946060214]",[-1.0627829593435978]
"[-0.0, 0.0, 0.08310503424599001, -0.11657434356848739]",[-0.9922262756289211]
"[0.0030679615757712823, 0.0, 0.21988210618535614, -0.09325947485478991]",[-0.5213707164968803]
"[0.0030679615757712823, 0.0, 0.1759056849482849, -0.07460757988383193]",[-0.2870619138654906]
"[0.0030679615757712823, 0.0, 0.14072454795862793, -0.059686063907065545]",[-0.350227487614481]
"[0.006135923151542565, 0.0, 0.2659777171554665, -0.04774885112564675]",[-0.3538270375029206]
"[0.006135923151542565, 0.0, 0.2127821737243732, -0.03819908090051172]",[-0.42454663772444506]
"[0.006135923151542565, 0.0, 0.17022573897949855, -0.030559264720437795]",[-0.4711961402003024]
"[0.009203884727313847, 0.0, 0.2895786699721629, -0.024447411776321815]",[-0.36331542611076806]
"[0.009203884727313847, 0.0, 0.23166293597773033, -0.019557929421097242]",[-0.39382262133848245]
"[0.01227184630308513, 0.003067961575771161, 0.3387284275707484, 0.13775173525169748]",[-0.25135175530508175]
"[0.01227184630308513, 0.003067961575771161, 0.2709827420565987, 0.11020138820137504]",[0.2533707726353396]
"[0.01227184630308513, 0.003067961575771161, 0.216786193645279, 0.08816111056111708]",[0.6372024754064661]
"[0.015339807878856412, 0.003067961575771161, 0.3268270337047873, 0.07052888844887661]",[0.29450854222107137]
"[0.015339807878856412, 0.003067961575771161, 0.2614616269638298, 0.05642311075908424]",[-0.3745871104494967]
"[0.015339807878856412, 0.003067961575771161, 0.20916930157106384, 0.04513848860725034]",[-0.5984531889270714]
"[0.018407769454627694, 0.003067961575771161, 0.3207335200454152, 0.03611079088580027]",[-0.3595718716936762]
"[0.018407769454627694, 0.0, 0.25658681603633215, -0.12450944607991232]",[-0.6080443560565094]
"[0.018407769454627694, 0.0, 0.20526945282906572, -0.09960755686395828]",[-1.2664720341455367]
"[0.018407769454627694, 0.0, 0.1642155622632525, -0.07968604549114389]",[-1.3448874269322695]
"[0.018407769454627694, 0.0, 0.13137244981060203, -0.06374883639293216]",[-0.5481875684296273]
"[0.021475731030398976, 0.0, 0.25849603863704573, -0.05099906911436847]",[0.014384107107503749]
"[0.021475731030398976, 0.0, 0.20679683090963663, -0.04079925529148909]",[-0.22346540889835514]
"[0.02454369260617026, 0.0, 0.31883554351627363, -0.0326394042331799]",[-0.6796303376787155]
"[0.02454369260617026, 0.003067961575771161, 0.2550684348130189, 0.12728655540203704]",[-0.47061733934851196]
"[0.02761165418194154, 0.003067961575771161, 0.35745282663897915, 0.1018292443216069]",[0.21412352310363936]
"[0.02761165418194154, 0.003067961575771161, 0.2859622613111834, 0.0814633954572912]",[0.5456592602239578]
"[0.030679615757712823, 0.003067961575771161, 0.38216788783751077, 0.06517071636582727]",[-0.017361840942885398]
"[0.030679615757712823, 0.003067961575771161, 0.3057343102700085, 0.052136573092667504]",[-0.6672798940787148]
"[0.0337475773334841, 0.003067961575771161, 0.3979855270045709, 0.04170925847415674]",[-0.7990732005714147]
"[0.0337475773334841, 0.003067961575771161, 0.31838842160365677, 0.03336740677931971]",[-0.6270272318480261]
"[0.0337475773334841, 0.006135923151542766, 0.25471073728292537, 0.1800920042120424]",[-0.06419852210471871]
"[0.03681553890925539, 0.006135923151542766, 0.3571666686149044, 0.14407360336963393]",[0.6837351118427646]
"[0.03681553890925539, 0.006135923151542766, 0.28573333489192354, 0.11525888269571283]",[0.8237128564632727]
"[0.039883500485026674, 0.006135923151542766, 0.38198474670210314, 0.09220710615656458]",[0.02972039321390013]
"[0.039883500485026674, 0.006135923151542766, 0.3055877973616825, 0.07376568492526303]",[-0.6691694314748684]
"[0.04295146206079795, 0.006135923151542766, 0.3978683166779098, 0.05901254794022748]",[-0.7425946855405473]
"[0.04295146206079795, 0.006135923151542766, 0.31829465334232765, 0.0472100383521763]",[-0.5292037020038527]
"[0.04295146206079795, 0.006135923151542766, 0.25463572267386225, 0.0377680306817183]",[-0.3045297226658057]
"[0.04601942363656923, 0.006135923151542766, 0.357106656927654, 0.030214424545363272]",[-0.1637952583478632]
"[0.04601942363656923, 0.006135923151542766, 0.285685325542123, 0.024171539636313355]",[-0.2737840274626667]
"[0.04601942363656923, 0.006135923151542766, 0.22854826043369858, 0.019337231709045]",[-0.38777493208496777]
"[0.04601942363656923, 0.006135923151542766, 0.18283860834695886, 0.015469785367230315]",[-0.17143194795630987]
"[0.04908738521234052, 0.006135923151542766, 0.29966896546613153, 0.01237582829375583]",[-0.01364652998622579]
"[0.04908738521234052, 0.006135923151542766, 0.23973517237290531, 0.009900662635004664]",[-0.2423708675186902]
"[0.04908738521234052, 0.006135923151542766, 0.19178813789832416, 0.007920530108009416]",[-0.43256163739337117]
"[0.0521553467881118, 0.006135923151542766, 0.30682858910722377, 0.006336424086413217]",[-0.3318088802973848]
"[0.0521553467881118, 0.006135923151542766, 0.24546287128577893, 0.005069139269096468]",[-0.31478200368276826]
"[0.0521553467881118, 0.006135923151542766, 0.19637029702862296, 0.0040553114152999115]",[-0.36194630291344626]
"[0.05522330836388308, 0.006135923151542766, 0.3104943164114622, 0.003244249132222876]",[-0.2854983313656841]
"[0.05522330836388308, 0.006135923151542766, 0.24839545312916966, 0.0025953993057896696]",[-0.32899276063265104]
"[0.05522330836388308, 0.006135923151542766, 0.1987163625033359, 0.002076319444654473]",[-0.39278897142451996]
"[0.05522330836388308, 0.006135923151542766, 0.15897309000266846, 0.001661055555700841]",[-0.17913717913238542]
"[0.05829126993965436, 0.006135923151542766, 0.28057655079069876, 0.0013288444445436198]",[-0.04033325034520177]
"[0.05829126993965436, 0.006135923151542766, 0.224461240632559, 0.0010630755556348959]",[-0.2760535402438162]
"[0.05829126993965436, 0.006135923151542766, 0.17956899250604685, 0.000850460444496548]",[-0.4624280176949306]
"[0.05829126993965436, 0.006135923151542766, 0.14365519400483784, 0.0006803683556029227]",[-0.23494452187000942]
"[0.06135923151542565, 0.006135923151542766, 0.26832223399243427, 0.0005442946844880225]",[-0.04727623268473757]
"[0.06135923151542565, 0.003067961575771161, 0.21465778719394768, -0.15296264304097917]",[-0.6021697690998811]
"[0.06135923151542565, 0.003067961575771161, 0.17172622975515806, -0.12237011443278334]",[-1.3904653704074672]
"[0.06135923151542565, 0.003067961575771161, 0.13738098380412644, -0.09789609154620393]",[-1.4174845120983854]
"[0.06135923151542565, 0.003067961575771161, 0.10990478704330098, -0.07831687323698588]",[-0.5535907050197213]
"[0.06442719309119693, 0.003067961575771161, 0.24132190842320522, -0.06265349858958302]",[0.018778562407722812]
"[0.06442719309119693, 0.003067961575771161, 0.19305752673856436, -0.05012279887168347]",[-0.23886345687047744]
"[0.0674951546669682, 0.006135923151542766, 0.30784410017941477, 0.11329983969122281]",[-0.3721581999021427]
"[0.0674951546669682, 0.006135923151542766, 0.24627528014353173, 0.09063987175295551]",[0.09533319216398439]
"[0.07056311624273949, 0.006135923151542766, 0.3504183029033898, 0.07251189740236441]",[0.4385552506246879]
"[0.07056311624273949, 0.006135923151542766, 0.2803346423227122, 0.0580095179219029]",[-0.026892255685585065]
"[0.07056311624273949, 0.006135923151542766, 0.22426771385816968, 0.04640761433753937]",[-0.5334666796657107]
"[0.07363107781851078, 0.006135923151542766, 0.33281224987509983, 0.037126091470042866]",[-0.5050570519865009]
"[0.07363107781851078, 0.006135923151542766, 0.2662497999000797, 0.029700873176039977]",[-0.4096698938595828]
"[0.07363107781851078, 0.006135923151542766, 0.2129998399200641, 0.023760698540826297]",[-0.3988995934137886]
"[0.07669903939428206, 0.006135923151542766, 0.3237979507246158, 0.019008558832666722]",[-0.32613349328322994]
"[0.07669903939428206, 0.006135923151542766, 0.25903836057969265, 0.01520684706611064]",[-0.3917778444540184]
"[0.07669903939428206, 0.006135923151542766, 0.20723068846375403, 0.012165477652899881]",[-0.4635453642523045]
"[0.07976700097005335, 0.006135923151542766, 0.3191826295595672, 0.009732382122336958]",[-0.3680052869235642]
"[0.07976700097005335, 0.006135923151542766, 0.25534610364765387, 0.007785905697886619]",[-0.39475582090009864]
"[0.07976700097005335, 0.009203884727313927, 0.20427688291812274, 0.15962680334686752]",[-0.12367978858592177]
"[0.08283496254582462, 0.009203884727313927, 0.3168195851230613, 0.12770144267750538]",[0.5524904081637632]
"[0.08283496254582462, 0.009203884727313927, 0.2534556680984492, 0.10216115414198157]",[0.7629091956681668]
"[0.08283496254582462, 0.009203884727313927, 0.20276453447875964, 0.08172892331359094]",[0.1460677992539342]
"[0.08283496254582462, 0.009203884727313927, 0.16221162758300744, 0.06538313865087275]",[-0.26217802011235714]
"[0.08283496254582462, 0.009203884727313927, 0.12976930206640613, 0.052306510920715255]",[-0.11215106263431239]
"[0.08283496254582462, 0.006135923151542766, 0.10381544165312473, -0.11155287005198034]",[-0.22272797412480164]
"[0.0859029241215959, 0.006135923151542766, 0.23645043211106387, -0.08924229604158995]",[-0.8933153348345271]
"[0.0859029241215959, 0.006135923151542766, 0.1891603456888511, -0.07139383683326628]",[-1.4918793981266978]
"[0.0859029241215959, 0.006135923151542766, 0.15132827655108105, -0.05711506946664713]",[-1.0999892546050682]
"[0.0859029241215959, 0.006135923151542766, 0.12106262124086431, -0.04569205557331202]",[-0.2019087579326041]
"[0.0859029241215959, 0.006135923151542766, 0.09685009699269198, -0.036553644458649615]",[0.23116928976517248]
"[0.0859029241215959, 0.006135923151542766, 0.07748007759415287, -0.029242915566896954]",[0.12442309921185093]
"[0.08897088569736719, 0.006135923151542766, 0.21538214086388674, -0.023394332453534616]",[-0.19194801269677075]
"[0.08897088569736719, 0.006135923151542766, 0.1723057126911094, -0.018715465962827693]",[-0.5273014147379883]
"[0.08897088569736719, 0.006135923151542766, 0.13784457015288787, -0.014972372770273523]",[-0.5972387460899093]
"[0.09203884727313846, 0.006135923151542766, 0.2636737349108742, -0.011977898216230187]",[-0.40878977490433915]
"[0.09203884727313846, 0.006135923151542766, 0.21093898792869936, -0.009582318572995518]",[-0.39786535423596414]
"[0.09203884727313846, 0.006135923151542766, 0.1687511903429595, -0.007665854858402099]",[-0.4787714293942784]
"[0.09203884727313846, 0.006135923151542766, 0.1350009522743676, -0.006132683886733048]",[-0.2916439635317715]
"[0.09510680884890975, 0.006135923151542766, 0.2613988406080585, -0.004906147109380754]",[-0.15787060079393458]
"[0.09510680884890975, 0.006135923151542766, 0.20911907248644646, -0.003924917687498919]",[-0.3862703579962971]
"[0.09510680884890975, 0.006135923151542766, 0.16729525798915734, -0.0031399341499707134]",[-0.5677905459825692]
"[0.09510680884890975, 0.006135923151542766, 0.13383620639132587, -0.0025119473199879394]",[-0.3408758704067555]
"[0.09510680884890975, 0.006135923151542766, 0.10706896511306052, -0.002009557855984667]",[-0.03252565461526468]
"[0.09817477042468103, 0.006135923151542766, 0.23905325087901286, -0.0016076462847820494]",[-0.08310779386597417]
"[0.09817477042468103, 0.006135923151542766, 0.19124260070321064, -0.0012861170278029022]",[-0.4517257461125378]
"[0.09817477042468103, 0.006135923151542766, 0.1529940805625678, -0.001028893622248006]",[-0.6296022896791419]
"[0.10124273200045232, 0.006135923151542766, 0.27579334323861904, -0.0008231148977984049]",[-0.47446646489180977]
"[0.10124273200045232, 0.006135923151542766, 0.2206346745908947, -0.0006584919182444082]",[-0.43911708282510153]
"[0.10124273200045232, 0.006135923151542766, 0.17650773967271594, -0.0005267935345898422]",[-0.4979497061023853]
"[0.10124273200045232, 0.009203884727313927, 0.14120619173817328, 0.15297664396089772]",[0.024386764723264953]
"[0.1043106935762236, 0.009203884727313927, 0.26636303217910307, 0.12238131516872386]",[0.7415708349702197]
"[0.1043106935762236, 0.009203884727313927, 0.21309042574328174, 0.09790505213499046]",[0.7542186804023567]
"[0.1043106935762236, 0.009203884727313927, 0.17047234059462557, 0.0783240417080151]",[0.02006202926507583]
"[0.1043106935762236, 0.009203884727313927, 0.136377872475701, 0.06265923336641777]",[-0.3701767195963937]
"[0.1043106935762236, 0.009203884727313927, 0.10910229798056115, 0.05012738669310579]",[-0.1714072537310794]
"[0.1043106935762236, 0.009203884727313927, 0.08728183838444892, 0.04010190935449032]",[0.06659719661593469]
"[0.1043106935762236, 0.006135923151542766, 0.06982547070755984, -0.12131655130497165]",[-0.23646962354806378]
"[0.1043106935762236, 0.006135923151542766, 0.05586037656604681, -0.09705324104399438]",[-0.8984588207901179]
"[0.1043106935762236, 0.006135923151542766, 0.044688301252837626, -0.07764259283518982]",[-1.1837806021733754]
"[0.1043106935762236, 0.006135923151542766, 0.03575064100227099, -0.06211407426812343]",[-0.6217480837447279]
"[0.1043106935762236, 0.006135923151542766, 0.02860051280181697, -0.0496912594145158]",[0.015079647940054744]
"[0.1043106935762236, 0.006135923151542766, 0.022880410241453042, -0.03975300753162969]",[0.1295615569705979]
"[0.10737865515199488, 0.006135923151542766, 0.17170240698172545, -0.031802406025292385]",[-0.16396528101644006]
"[0.10737865515199488, 0.006135923151542766, 0.13736192558538107, -0.025441924820228223]",[-0.5679726454564666]
"[0.10737865515199488, 0.006135923151542766, 0.10988954046830379, -0.020353539856188263]",[-0.6747207143294355]
"[0.10737865515199488, 0.003067961575771161, 0.0879116323746425, -0.16968091067354862]",[-0.6892762320235168]
"[0.10737865515199488, 0.003067961575771161, 0.07032930589971365, -0.1357447285388389]",[-0.9595862556193062]
"[0.10737865515199488, 0.003067961575771161, 0.05626344471977074, -0.10859578283105975]",[-1.1599138901393555]
"[0.10737865515199488, 0.003067961575771161, 0.04501075577581659, -0.08687662626485348]",[-0.6977821194295637]
"[0.11044661672776616, 0.003067961575771161, 0.18940668340921807, -0.06950130101188279]",[-0.2550657464518967]
"[0.11044661672776616, 0.006135923151542766, 0.15152534672737428, 0.09779703797906336]",[-0.09320255169752723]
"[0.11044661672776616, 0.006135923151542766, 0.12122027738189889, 0.07823763038325637]",[0.23357639725969337]
"[0.11351457830353745, 0.006135923151542766, 0.25037430069408284, 0.06259010430659373]",[0.5284645312340367]
"[0.11351457830353745, 0.006135923151542766, 0.20029944055526627, 0.05007208344525793]",[-0.0030830865422386555]
"[0.11351457830353745, 0.009203884727313927, 0.16023955244421284, 0.19345574554478162]",[-0.31436466755588993]
"[0.11658253987930872, 0.009203884727313927, 0.2815897207439333, 0.15476459643579688]",[0.2497847317036504]
"[0.11658253987930872, 0.009203884727313927, 0.22527177659514663, 0.1238116771486375]",[0.6127527934759975]
"[0.11658253987930872, 0.009203884727313927, 0.18021742127611695, 0.09904934171891]",[0.09843281748389054]
"[0.11658253987930872, 0.009203884727313927, 0.1441739370208941, 0.07923947337513937]",[-0.32128325285556325]
"[0.11658253987930872, 0.009203884727313927, 0.1153391496167151, 0.06339157870010581]",[-0.21253149384611553]
"[0.11658253987930872, 0.006135923151542766, 0.09227131969337243, -0.10268481582849631]",[-0.33632444660541927]
"[0.11658253987930872, 0.006135923151542766, 0.07381705575469777, -0.0821478526628141]",[-0.8751314178267807]
"[0.11658253987930872, 0.006135923151542766, 0.059053644603757505, -0.06571828213026265]",[-1.1722393911862734]
"[0.11658253987930872, 0.006135923151542766, 0.04724291568300654, -0.05257462570421012]",[-0.6588743846536446]
"[0.11658253987930872, 0.006135923151542766, 0.03779433254640452, -0.04205970056338515]",[-0.03823343103791356]
"[0.11658253987930872, 0.006135923151542766, 0.030235466037123793, -0.03364776045069107]",[0.08676860989778873]
"[0.11658253987930872, 0.006135923151542766, 0.024188372829698324, -0.026918208360569906]",[-0.07395243133267815]
"[0.11965050145508001, 0.006135923151542766, 0.17274877705232328, -0.021534566688472978]",[-0.3071566242759299]
"[0.11965050145508001, 0.006135923151542766, 0.13819902164185827, -0.017227653350744276]",[-0.5890806452066282]
"[0.11965050145508001, 0.006135923151542766, 0.1105592173134875, -0.013782122680595421]",[-0.6662937367984276]
"[0.11965050145508001, 0.006135923151542766, 0.08844737385078982, -0.01102569814449339]",[-0.377252759166967]
"[0.11965050145508001, 0.006135923151542766, 0.07075789908063257, -0.008820558515594712]",[-0.08004937465136777]
"[0.11965050145508001, 0.006135923151542766, 0.05660631926450588, -0.007056446812498507]",[-0.034752161582503126]
"[0.11965050145508001, 0.006135923151542766, 0.04528505541160488, -0.00564515745000449]",[-0.11768910468020063]
"[0.11965050145508001, 0.006135923151542766, 0.036228044329284614, -0.004516125960009276]",[-0.16793771782967393]
"[0.11965050145508001, 0.006135923151542766, 0.028982435463428047, -0.003612900767990368]",[-0.15941141728179356]
"[0.11965050145508001, 0.006135923151542766, 0.023185948370741727, -0.0028903206143979787]",[-0.1379645975373006]
"[0.11965050145508001, 0.006135923151542766, 0.01854875869659356, -0.0023122564915070143]",[-0.13200976525475694]
"[0.11965050145508001, 0.006135923151542766, 0.014839006957274137, -0.0018498051932169801]",[-0.1371383783883101]
"[0.11965050145508001, 0.006135923151542766, 0.011871205565819665, -0.001479844154573584]",[-0.1414030961757926]
"[0.11965050145508001, 0.006135923151542766, 0.00949696445265591, -0.0011838753236759203]",[-0.14136644091083822]
"[0.11965050145508001, 0.006135923151542766, 0.007597571562124372, -0.0009471002589407362]",[-0.13983520602383775]
"[0.11965050145508001, 0.006135923151542766, 0.006078057249698787, -0.0007576802071582733]",[-0.13920686773594076]
"[0.11965050145508001, 0.003067961575771161, 0.00486244579975903, -0.15400422295428484]",[-0.4741328413453244]
"[0.11965050145508001, 0.003067961575771161, 0.0038899566398074015, -0.1232033783634563]",[-1.065494230641936]
